smiles	valid_action_count	positive_delta_count	positive_action_fraction	best_delta_qed
Cc1ccc(C2=NOC(CN)C2)cc1C	1	0	0.0	-0.09956206620860575
CC(C)(C)OC(=O)N1CCC(O)CC1C(=O)O	5	3	0.6	0.040252599772776065
OC1CCCc2cccnc21	2	0	0.0	-0.0030066484984956343
N#CCc1cc(Cl)ccc1Cl	2	1	0.5	0.19666058834374034
O=C(O)c1cnc2c(cnn2Cc2ccccc2Cl)c1	1	0	0.0	-0.012948106549815153
O=C(O)Cc1ccc(CBr)cc1	3	2	0.6666666666666666	0.06487830387647497
N#CCS(=O)(=O)c1ccc(F)c(C(=O)O)c1	1	0	0.0	-0.03482529121253275
CC(C)c1cc2cc(Br)ccc2nc1Cl	1	1	1.0	0.010211734104363934
CC(C)(C)C1(O)CCNC1	2	2	1.0	0.07424098143852709
COc1cc(C=O)ccc1OCc1ccc(Cl)cc1	1	1	1.0	0.0007548518540971827
Clc1ccc(CNC2CC2)cc1	1	0	0.0	-0.0018022726638013964
O=C(Nc1ccc(O)cc1C(=O)O)c1ccc[nH]1	2	2	1.0	0.19669647889115782
C=CC(O)CC	2	0	0.0	-0.07861343689174877
O=C(O)c1cc(C(F)(F)F)ccc1Cl	1	0	0.0	-0.014992360215701828
NC[C@H]1CC[C@H](C(=O)O)CC1	4	3	0.75	0.08729818383172672
NCC12CC3CC(CC(Cl)(C3)C1)C2	1	0	0.0	-0.10046990256662791
NC(c1ccc(Cl)cc1)c1ccc(F)c(C(F)(F)F)c1	1	1	1.0	0.04768071516152661
CCc1nc(CO)c[nH]1	3	2	0.6666666666666666	0.10185804024200451
O=C(O)C(F)(F)C(=O)C1CC1	1	0	0.0	-0.13588780510296372
NCCC(=O)N1CCN(c2ccccn2)CC1	1	0	0.0	-0.056331790378899904
CC(C)(CN)CC1CC1	1	0	0.0	-0.06152099526897037
O=C(O)C(=O)CCc1ccc(Cl)c(Cl)c1	1	0	0.0	-0.02139007400840698
Nc1ccc(Br)nc1O	2	2	1.0	0.11735383547257294
Clc1ccc2c(c1)NCCO2	1	0	0.0	-0.019879682095812368
Cc1onc(-c2ccc(Cl)c(Cl)c2)c1C(=O)O	1	0	0.0	-0.006657707176707661
O=C(O)c1cc(Cl)c2ncccc2c1F	1	0	0.0	-0.02195930005780089
N#CC1(O)CCOCC1	3	3	1.0	0.10826569137348707
O=C1CC(O)(C(F)(F)F)C1	2	1	0.5	0.011574044404802697
CC(N)C1(O)CCN(C(=O)OC(C)(C)C)C1	2	2	1.0	0.05815185556522395
CC(C)COc1ccc(N)cc1Cl	1	0	0.0	-0.017237475160020166
CC(C)=CCc1cccc(O)c1	2	1	0.5	0.005264447768233538
CCOc1cc(Br)cc(F)c1C(C)=O	1	0	0.0	-0.06651974777799097
NCCOc1ccc2c(c1)CCC(=O)N2	1	1	1.0	0.017313677431494257
C[C@H](O)C12CC3CC(CC(C3)C1)C2	2	0	0.0	-0.04654400528980629
O=C(c1cc(F)ccc1F)c1ccccc1Cl	1	1	1.0	0.01812269262232602
O=C([O-])Cc1nc(Cc2ccccc2)no1	3	3	1.0	0.06424480415718337
CC(C)(F)CCO	3	0	0.0	-0.0020352502604233935
NNc1ccc(Cl)c(F)c1	1	0	0.0	-0.021215235344658134
COCCN1CCC(CN)CC1	1	0	0.0	-0.0357457393957864
C[C@@H](O)c1coc2ccccc12	2	0	0.0	-0.02765861941148895
NCCCOc1ncccn1	1	0	0.0	-0.03238498942616386
NCC1(O)CCCCC1	3	2	0.6666666666666666	0.08635920005414122
Cc1oc(CN)cc1C(=O)O	1	0	0.0	-0.007131205124351281
CCc1ccc2c(c1)C(CCN)C(=O)N2	1	1	1.0	0.00925707779157181
CC(C)(C)OC(=O)N1CC(c2ocnc2CN)C1	1	0	0.0	-0.10387142548123807
OC1CCCn2c1cnc2Br	2	0	0.0	-0.04602617361153161
O=Cc1ccc(Cl)cc1	1	0	0.0	-0.006782731295974398
CC(C)(C)OC(=O)N[C@H]1CC[C@H](C(=O)O)CC1	3	0	0.0	-0.0008955185566201784
O[C@@H]1CNC[C@H]1C1CC1	2	2	1.0	0.09719186669616608
O=C(NC1(C(=O)O)CC1)OCc1ccccc1	1	1	1.0	0.007991422917826951
Nc1cccc(CN2CCC(O)C2)c1	2	0	0.0	-0.03418647421100496
CC[C@@H](C)CO	3	0	0.0	-0.0027236446599938624
CC(C)(C)OC(=O)c1ccc(CN)cc1	1	0	0.0	-0.09669294257737637
N#CC1CC2(CCNC2)C1	1	1	1.0	0.10254668209993922
C[C@@H]([C@H](O)c1ccccc1)N1CCCC1	2	0	0.0	-0.060559664787455114
CCCCc1cc(=O)oc2c(C)c(O)c(C(C)=O)cc12	2	0	0.0	-0.06211453532954814
Nc1cc(Br)c(F)cc1N1CCOCC1	1	0	0.0	-0.07506709021629954
COc1ccc(CCN)cc1[N+](=O)[O-]	1	0	0.0	-0.03870456927339072
NCc1ccc(N2CCC(CO)CC2)nc1	3	3	1.0	0.07445783449779553
CCCCN(CCN)CCO	3	3	1.0	0.10895488493564676
Cc1nc(CN)oc1-c1ccc(Cl)cc1	2	0	0.0	-0.023182149314982525
CC1(O)CN(C(=O)OC(C)(C)C)C1	2	1	0.5	0.0027369516173290087
Nc1csnc1-c1ccccc1Cl	1	0	0.0	-0.016672732005197033
CC(C)(C(=O)O)c1ccsc1	1	0	0.0	-0.08489438657221449
Cc1cc(O)cc2c1NC(=O)C21CC1	2	2	1.0	0.14533815859077104
Cc1cc(C(=O)O)nn1-c1ccc(Cl)c(Cl)c1	1	0	0.0	-0.011840388353940412
NCC12CC(C(F)(F)F)(CO1)C2	1	0	0.0	-0.09311641700514228
Cc1ccccc1CNS(=O)(=O)CCO	3	3	1.0	0.07324611243004231
CCOc1ccc(C(=O)C2CCNCC2)c(Br)c1	1	0	0.0	-0.02822845141246655
O=C(O)c1cc(-c2ccc(Cl)c(Cl)c2Cl)nc2ccccc12	1	1	1.0	0.11251114424600805
CCOC(=O)[C@@H]1c2ccc(O)cc2CCN1C(=O)OC(C)(C)C	2	0	0.0	-0.07756715559728544
OCc1ccc(B(O)O)cc1Cl	4	3	0.75	0.057611395262952114
O=C(O)C1(c2cccc(Cl)c2)CCOCC1	2	0	0.0	-0.023598531691829794
O=C(O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1	1	1	1.0	0.022811637401220497
CN(C)CCOc1cnccc1CN	1	0	0.0	-0.03328545435596064
OC1(CN2CCCCC2)CCNCC1	2	2	1.0	0.08329504063233306
CC1(CCN)CCCC1	1	0	0.0	-0.07706583168191128
CCc1cccc(Cl)c1C=O	1	0	0.0	-0.002548187905170307
CC(C)(C)OC(=O)c1ncn(C2(C#N)CC2)c1N	1	0	0.0	-0.011589685241262249
Nc1ccc(Br)cc1F	1	0	0.0	-0.07701768151437716
O=C(O)[C@@H]1CNC[C@H]1c1ccc(O)cc1	5	5	1.0	0.19171832202931027
CN1Cc2ccc(CN)cc2C1=O	1	0	0.0	-0.09662592436643591
Clc1ccc(C2CCN2)cc1	1	0	0.0	-0.00412499777890174
OCC1(O)CCCN(Cc2ccccc2)C1	3	2	0.6666666666666666	0.06141810137536774
O=C1NC(c2ccccc2)CC1O	2	2	1.0	0.08734904228998241
NC[C@@H]1C[C@H](F)CN1Cc1ncccn1	1	0	0.0	-0.06029008141107739
CC(C)(C)OC(=O)NC(CO)CC1CCCC1	3	2	0.6666666666666666	0.024700007575937044
NCc1ccc(C(N)=O)nc1	1	1	1.0	0.0039901717293445715
COc1cc(C=CC(=O)O)cc(Br)c1O	3	2	0.6666666666666666	0.041108624409442185
O=Cc1cccc(OC2CC2)c1Br	1	0	0.0	-0.08135582929158924
Cc1c(O)cccc1[N+](=O)[O-]	2	1	0.5	0.04246831753041169
CCOc1ccc(Cl)cc1C=O	1	0	0.0	-0.0177148494109709
CCN1CCN(CC(C)CN)CC1	1	0	0.0	-0.03540427207126706
Cc1cc(Cl)cc([N+](=O)[O-])c1I	1	1	1.0	0.05795029415589026
O=C(O)C1C2Cc3c(Cl)cccc3C21	4	2	0.5	0.03735143936532204
NC1(Cc2ccc(Cl)cc2)CCC1	1	0	0.0	-0.004526371705608656
O=[N+]([O-])c1c(F)cc(F)cc1Br	1	0	0.0	-0.06430220307836204
CCOC(=O)C(C#N)c1ccccc1F	1	1	1.0	0.10761348944250226
CC(C)(C)OC(=O)N1CCCCC(CN)C1	1	0	0.0	-0.11129322783123541
O=C(O)c1oc2ccccc2c1CSc1ccc(Cl)cc1	1	1	1.0	0.04573291435263949
Cc1c(C(C)O)sc2ccccc12	2	0	0.0	-0.08528997779148983
O=C(O)Cc1ccc(NC(=O)CCl)cc1	3	2	0.6666666666666666	0.07312928170865729
COc1ccc(C(C)(O)C2CCCN2)cc1	2	2	1.0	0.046083530248726245
O=C(O)C1(c2ccccc2)CCCN1	1	1	1.0	0.014227545951657095
CC(C)Oc1nccc(CN)n1	1	0	0.0	-0.0648303966545859
NCc1nccc(=O)[nH]1	1	0	0.0	-0.00803871855918481
COc1ccc2nc(C)cc(NCCO)c2c1	3	2	0.6666666666666666	0.032562078603341704
CC(C)(C)c1ccc(CC(C#N)C(N)=O)cc1	1	1	1.0	0.012988319132192006
NCC1CC2CCC(C1)O2	1	0	0.0	-0.08245575639103164
Cc1cc(OCc2ccc(C=O)o2)ccc1Cl	1	0	0.0	-0.0061942741919196465
FC(F)Oc1ccc(Br)cc1Cl	1	1	1.0	0.020800270034728285
CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1C[C@H]2C(=O)O	3	0	0.0	-0.006075990002555098
CCC(F)(C(=O)O)C(=O)OC	1	0	0.0	-0.11063984516067688
Cc1ccnc(O)c1Cl	2	0	0.0	-0.005413789172638572
O=C(O)[C@H]1CCCC[C@H]1n1cccn1	3	2	0.6666666666666666	0.06128459489452265
Nc1nc(-c2cccc(Cl)c2)no1	1	0	0.0	-0.03373503451540727
Nc1ccc(Cl)cc1Br	1	0	0.0	-0.0037511838043311485
Ic1ccc(-c2cn[nH]c2)cc1	1	0	0.0	-0.08395804622517478
CCOC(=O)C1(C(=O)O)CCCN(C(=O)C(F)(F)F)C1	1	0	0.0	-0.16572983377200434
FC(F)(Br)c1ccc(Cl)cc1	1	1	1.0	0.026002817783333687
O=C1CC2(CNC2)C(O)CN1	2	2	1.0	0.15853717053128524
O=C(O)CCCNS(=O)(=O)Cc1ccccc1	3	2	0.6666666666666666	0.026342488101137707
O=C1c2ccccc2C(=O)N1CCC[NH2+]O	1	1	1.0	0.2601322136415134
NC(=O)C[C@@H](N)c1ccc(Cl)cc1	1	0	0.0	-0.045150129328379585
Nc1nc(=O)c2ncn(COCCO)c2[nH]1	3	3	1.0	0.09812421981549713
CC(C)(C)OC(=O)N1CCC(CN)(C2CC2)C1	1	0	0.0	-0.09999685099970612
[N-]=[N+]=Nc1ccc(F)c(Br)c1	1	0	0.0	-0.036279461976092664
NCC(CO)C1CC1	3	3	1.0	0.10656840259564837
CNC(=O)c1cc(N)cc(Br)c1	1	0	0.0	-0.10486951034717173
O=C(O)c1cc(Cl)ccc1SC1CCCC1	1	1	1.0	0.00414150381835332
Nc1cccnc1Nc1ccccc1Cl	1	0	0.0	-0.019473581399826134
CC(C)(C)OC(=O)N[C@@H]1CCC[C@H](C(=O)O)C1	3	0	0.0	-0.0008955185566201784
NCc1cccc(OCC(F)(F)F)c1	1	0	0.0	-0.08354765295839184
NCC(c1ccccc1)N1CCc2sccc2C1	1	0	0.0	-0.0957580689320966
CC1(C)CCC1O	2	0	0.0	-0.0029696683408504954
NCCc1c(Br)cncc1Br	1	0	0.0	-0.11045544600573609
C=CCC1C(N)CC1O	2	0	0.0	-0.0031471638270229585
NS(=O)(=O)Cc1c(F)cccc1Cl	1	0	0.0	-0.04403932856208759
OC1(c2ccccc2C(F)(F)F)CCNCC1	2	0	0.0	-0.014663416022738796
Cc1c(Br)ccc2c1CCC2=O	1	0	0.0	-0.06436785117355603
CCC(CN)C(=O)O	4	4	1.0	0.09948737524879847
Cn1cc(Br)cc1CN	1	0	0.0	-0.10384723385098127
CC(CN)N1CCN(C(=O)OC(C)(C)C)CC1	1	0	0.0	-0.08746586992484673
O=C(O)c1ccc2c(=O)[nH]c(-c3ccc(Br)cc3)nc2c1	1	1	1.0	0.0041303948475506225
Nc1cc(Cl)ccc1-n1cncn1	1	0	0.0	-0.036851035637602614
CC1CCC(C(C)(C)O)C(O)C1	2	2	1.0	0.06277784730471536
NCC1CCCCC1Cl	1	0	0.0	-0.08453564181057505
NC(CO)Cc1cccs1	3	3	1.0	0.099533119917391
NCC1(c2cccs2)CCOCC1	1	0	0.0	-0.09833570276926729
CC(C)CC(N)C(=O)N1CCC(O)CC1	2	2	1.0	0.0869279395651189
NCC1CC(=O)N(Cc2ccccc2)C1	1	0	0.0	-0.07111699731565291
CCOC(=O)c1cnoc1O	2	2	1.0	0.07551999018549016
CC(O)C(C)S	2	0	0.0	-0.020502540501941502
Oc1ccc2ccc(OC(F)F)nc2c1	2	1	0.5	0.0048437108195474865
Brc1cccc2ccccc12	1	0	0.0	-0.04809063002539882
Cc1noc(C2(O)CCNC2)n1	2	2	1.0	0.13653832801589194
O=C(N[C@H]1C[C@@H](C(=O)O)C[C@H]1O)OCC1c2ccccc2-c2ccccc21	5	2	0.4	0.01824298948003744
C[C@H](N)c1ccccc1O	2	2	1.0	0.12539103062627022
O=C(O)C1CC12CC2(F)F	3	2	0.6666666666666666	0.08648695946342766
CCc1cc(O)no1	2	1	0.5	0.0642328048230918
Cc1cc(C#N)ccc1NC1CCC(O)CC1	2	1	0.5	0.016351369671592342
COc1ccc(Cl)cc1-n1c(C)cc(C(=O)O)c1C	1	0	0.0	-0.006126583962148935
CN(C)[C@H]1C[C@@H](CN)C1	1	0	0.0	-0.06086453687261484
NCCCCc1ccc(Cl)s1	1	0	0.0	-0.06104001819579752
CNS(=O)(=O)c1ccccc1Br	1	0	0.0	-0.11395351311265356
N#CCS(=O)(=O)Cl	1	1	1.0	0.1257644779611709
CC(C)C(CN)N1CCOCC1	1	0	0.0	-0.05182181476938863
COc1ccc(I)c(S(=O)(=O)F)c1	1	1	1.0	0.07681386065990159
Cc1cc(C(C)(C)C(=O)O)nn1-c1ccccc1	1	0	0.0	-0.10594100632576575
O=C(O)c1ccc(Oc2cccc(Cl)c2Cl)nc1	1	1	1.0	0.0008954036315401703
OC1(C(F)F)CCCCC1	2	0	0.0	-0.019667048062552817
CN(C)c1ccccc1Br	1	0	0.0	-0.07103219816518869
NCc1ccc(-c2c[nH]c(=O)[nH]c2=O)cc1	1	1	1.0	0.05637192155133319
O=C(c1ccc(Cl)nc1)N1CC[C@H](O)C1	2	0	0.0	-0.1384124617700938
CC1(O)CCOCC1C1CCCN1	2	2	1.0	0.09001707375740886
O=C(O)c1ccc(Br)c(C(F)(F)F)c1F	1	0	0.0	-0.04716119147378639
CC(=O)N1CC[C@@H](O)C1	2	1	0.5	0.04091884266956686
NCCNCc1ccc(Cl)nc1	1	0	0.0	-0.10356409265364447
NCc1ccc(F)nc1	1	0	0.0	-0.07899316141751889
Cn1ccc(CCC(=O)O)c1	3	2	0.6666666666666666	0.09580872918827232
CC1(CCC(=O)O)N=N1	3	2	0.6666666666666666	0.09404230424946458
CCC(=O)Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl	1	0	0.0	-0.024299561747254783
Oc1ccc(Cl)nc1I	2	0	0.0	-0.03935164164328386
Clc1ccccc1CI	1	1	1.0	0.017255163054426426
CCc1cc2ccc(Br)c(C)c2nc1Cl	1	1	1.0	0.00020664606661668916
N#Cc1nc(O)ccc1-c1ccccc1	2	0	0.0	-0.025157731524848126
CN(C)CCNCc1ccc(Cl)cc1	1	0	0.0	-0.020506551865192235
O=C(O)CC1CCc2ccccc2C1	3	2	0.6666666666666666	0.06158805020851632
CC1CN(C(CN)c2cccs2)CCO1	1	0	0.0	-0.08003664812115341
CC(CO)N1CCCNCC1	3	3	1.0	0.12430892733656873
O=Cc1cc(O)ccc1[N+](=O)[O-]	2	1	0.5	0.037833659668051745
Cc1cc(C)c(C(=O)O)c(C)c1Br	1	0	0.0	-0.08635358912862778
O=C(O)C1C2Cc3cc(Cl)ccc3C21	4	2	0.5	0.03735143936532215
O=C(O)C(O)C(O)c1ccccc1	5	5	1.0	0.17227497939833747
C[C@H](O)c1n[nH]c(CN)n1	3	3	1.0	0.18863404631693237
Clc1ncc2c(Br)cccc2n1	1	0	0.0	-0.0677260221669751
NNc1ccc(Cl)c(CO)n1	3	2	0.6666666666666666	0.03218639122063116
O=C(NC1CCCC1C(=O)O)c1nnn[nH]1	3	3	1.0	0.10239221210074345
CC(C)(C)OC(=O)NC(C)(C)C(=O)O	1	1	1.0	0.016197788023002646
Nc1cc(O)cc(C(=O)O)c1Cl	3	2	0.6666666666666666	0.17288926852259212
Cc1nc(C)n(CCCC(=O)O)n1	3	2	0.6666666666666666	0.07799013376130925
CCOC1CC(CCN)C1	1	0	0.0	-0.04440195562180871
CNc1c([N+](=O)[O-])ccc(Br)c1C	1	0	0.0	-0.07253003143931758
NCc1ncccn1	1	0	0.0	-0.07117794114624149
CC(C)(C)OC(=O)N[C@@H]1CN(Cc2ccccc2)C[C@H]1c1ccc(Br)cc1	1	1	1.0	0.12716636450159258
COc1ccc(-c2nc(CN)cs2)cc1	1	0	0.0	-0.0879530768864355
CNCc1cc(F)ccc1Oc1ccc(Cl)cc1C	1	1	1.0	0.023271893311100245
Brc1ccc([C@H]2CO2)cc1	1	0	0.0	-0.06985563855241395
CNC(=O)C(C)CN(C)CCN	1	1	1.0	0.018628535226660192
O=C(O)c1sc2cc(Cl)cc(Cl)c2c1Cl	1	1	1.0	0.02707047268087226
N#CC1(c2ccccc2)CC(N)C1	1	1	1.0	0.07001693673842835
O=[N+]([O-])c1ccc(Cl)cc1I	1	1	1.0	0.04183423131929209
OCC1CNC1	3	2	0.6666666666666666	0.10091962533911747
Cc1cc(Cl)ccc1OCCCN	2	0	0.0	-0.02284079475101064
Cc1cc(NC(=O)c2cccnc2)ccc1O	2	2	1.0	0.1455845485296673
CC(Oc1ccc(C#N)cc1)C(=O)O	3	2	0.6666666666666666	0.07031548993837378
CCOC(=O)c1ncc(C)nc1O	2	2	1.0	0.0639638244649755
O=C(O)c1cncc(Br)c1O	2	2	1.0	0.11538689693797277
O=C(CCl)NNC(=O)[C@@H]1C[C@H]1c1ccc(Cl)cc1	1	0	0.0	-0.01808198039464959
CC(C)(C)NS(=O)(=O)c1cc(C(=O)O)ccc1Br	1	0	0.0	-0.017284166535312617
Clc1ccc2c(ccn2CCNC2CCOCC2)c1	1	0	0.0	-0.0041548603580845445
O=C(Nc1ccc(Br)cc1)OCC(F)(F)F	1	0	0.0	-0.03693159845036553
N#CCC(=O)NC1CCCC1	1	1	1.0	0.05897902579778391
O=C(O)Cn1[nH]c2ccccc2c1=O	3	3	1.0	0.08506804525790423
NCCC(O)(P(=O)(O)O)P(=O)(O)O	3	3	1.0	0.06725467354302894
Cc1cc(CN)ccc1N(C(=O)OC(C)(C)C)C1CC1	1	0	0.0	-0.0975811187474197
CC(C)(C)OC(=O)N[C@@H]1CC(C(=O)O)=C[C@@H]1O	2	2	1.0	0.10413566362359594
CCOc1ccc(N)cc1Cl	1	0	0.0	-0.022821664174209277
Oc1[nH]nc2c1CC(c1ccccc1)CC2	2	2	1.0	0.08405450768517597
CCOC(=O)c1c(C)noc1O	2	1	0.5	0.06523651692718702
COc1cc(OC)cc(Oc2ccc(CN)cc2)c1	1	0	0.0	-0.056474299397802685
Cc1cc(Br)ncc1CN	1	0	0.0	-0.10447732561315892
COC(F)(F)C(F)(F)c1ccc(Br)cc1	1	0	0.0	-0.01687369831319785
CC(C)(C)c1csc(CC(=O)[O-])n1	3	3	1.0	0.06818047289249696
CN(C)CC(O)CC1(C#N)CCC1	3	2	0.6666666666666666	0.02834736823095807
O=C(O)C1CCn2cncc2C1	3	2	0.6666666666666666	0.09038072079418036
O=S1(=O)CCC(OCCO)CC1	3	1	0.3333333333333333	0.045559903834822224
CC(C)CNC1(CO)CCNCC1	3	3	1.0	0.14832159696810665
CN(C)c1cccc(Br)c1[N+](=O)[O-]	1	0	0.0	-0.06866335403818502
Cc1cc(Br)cc(Cl)c1N	1	0	0.0	-3.8600914753716964e-05
Nc1cc(C(=O)N2CCCCC2)ccc1Cl	1	0	0.0	-0.01881466949151711
C[C@H](O)[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O	5	2	0.4	0.02868225897342691
COCCOc1ccc(Cl)cc1C#N	1	0	0.0	-0.024739923601005187
COc1cccc(I)c1NC(=O)OC(C)(C)C	1	1	1.0	0.04343983460264689
NCCCNC1CCC(N)CC1	1	1	1.0	0.08068324351159228
COC(CN)C1CCCCC1	1	0	0.0	-0.06583433969953645
O=C(O)c1cc2c(Br)ccc(F)c2[nH]1	1	0	0.0	-0.08184472862284842
Brc1cccc2c1CCN2	1	0	0.0	-0.07549653152767033
NCCc1c[nH]c2ccc(OC(=O)CN)cc12	3	1	0.3333333333333333	0.07833844262168399
CC(C)(C)OC(=O)C(C)(O)CN	2	1	0.5	0.003588641376127355
CC(C)(C)OC(=O)C1(C(=O)O)CCS(=O)(=O)CC1	1	0	0.0	-0.15093306316729194
O=C1NC(=O)C2(CC(CO)C2)N1	3	3	1.0	0.06737555835495496
CCCCCC(=O)Nc1ccc(C(=O)CCl)cc1	1	1	1.0	0.3263023823753576
Cc1ccncc1O	2	1	0.5	0.043021177659101295
O=C(O)CC1CC2CCC(C1)N2	3	3	1.0	0.0775453546341881
[N-]=[N+]=NCc1cccc(Cl)c1	1	1	1.0	0.0003772849289869207
O=C(O)C1CC1c1cccc(F)c1	3	2	0.6666666666666666	0.07298678730619756
Nc1cccc(Cl)c1F	1	0	0.0	-0.010059089219525585
CC1CC1c1noc(CC(=O)[O-])n1	3	3	1.0	0.10699635377938255
Clc1ccc(OCCSc2nc3ccccc3[nH]2)cc1	1	1	1.0	0.015730070999795398
CC(C)CC(C)(N)c1cccc(Br)c1	1	0	0.0	-0.05789513318341011
O=C(O)Cc1csc(N2CCNC2=O)n1	3	3	1.0	0.044332116638836516
Cc1nc(N)sc1CCN	1	0	0.0	-0.0013081368570730945
Cc1conc1CN	1	0	0.0	-0.07843994025445922
CCc1nc(CCN)no1	1	0	0.0	-0.04814184989365777
CN(C)S(=O)(=O)c1ccc(O)cc1	2	1	0.5	0.0512403786860568
O=C(O)[C@@H]1CCCC[C@@H]1N1CCCC1=O	3	2	0.6666666666666666	0.040987229713277396
Clc1ccc(-c2csc(NCc3ccccc3)n2)cc1	1	1	1.0	0.05267528439987201
NCCNc1ccc(O)cc1	3	2	0.6666666666666666	0.24610986448431116
NCCc1cccc(F)c1F	1	0	0.0	-0.08556591086101517
NCC1(Cc2cccc(Br)c2)CC1	2	0	0.0	-0.08055299603762478
Cc1cc(N2CCNC(=O)C2)ccc1CN	1	0	0.0	-0.002603857888043626
OCCc1cn[nH]c1	3	3	1.0	0.1118930729386538
Cc1c(N)ccc(N)c1Cl	1	0	0.0	-0.02535943626879622
O=S(=O)(F)Cc1ccc(Br)cc1F	1	0	0.0	-0.06872990897784048
COc1ccc(C2CC2)cc1CN	1	0	0.0	-0.0785887171712053
O=C(O)c1c(F)ccc([N+](=O)[O-])c1Cl	1	0	0.0	-0.02532778984024353
CC(CC(=O)O)NC(=O)Nc1ccccc1	3	2	0.6666666666666666	0.06943207242769911
C=CCC1(CN)CCCC1	1	0	0.0	-0.06130283624894084
CC(=O)N1CCC(c2ccc(O)cc2)CC1	2	0	0.0	-0.011178931465224307
Brc1ccc(C2CCOCC2)cc1	1	0	0.0	-0.056009069181961024
NCC1CCOC2(CCOC2)C1	1	0	0.0	-0.08351196691823415
O=C(CBr)c1ccc(OCc2ccccc2)cc1	1	1	1.0	0.1678178900234829
Nc1cc(C(F)(F)F)ccc1Cl	1	0	0.0	-0.002307463997372028
NC(Cc1cnc[nH]1)C(=O)O	3	1	0.3333333333333333	0.09344913581415482
CC(C(=O)O)C1(N)CC1	3	3	1.0	0.0973500853990078
COc1ccc(CC(=O)c2ccc(O)cc2O)cc1OC	2	2	1.0	0.03234245931321711
CC(C)n1ccc(-c2ccc(Br)cc2)n1	1	0	0.0	-0.039119591258894304
CC(=O)CCC(C)(C)O	2	1	0.5	0.007750527011155084
Cc1onc2cc(Br)ccc12	1	0	0.0	-0.08164567944117895
N#Cc1ccc(F)c(C=O)c1O	2	1	0.5	0.05538089181702366
C[C@H](O)c1cnn(C)c1	2	1	0.5	0.022621164962232987
O=Cc1cccc(O)c1	2	1	0.5	0.044776853180949816
Cc1c(C)n(C2CCCC2)c2ncnc(O)c12	2	0	0.0	-0.07446964411570278
Cc1cc(Br)cc(C(=O)OC(C)(C)C)c1	1	0	0.0	-0.04814551089833341
CC1(C)CNc2ccc(Cl)cc21	1	1	1.0	0.00220987615374868
Oc1cnc2c(c1)CCC2	2	1	0.5	0.04205566757252166
CCC(C)C(NC(N)=O)C(=O)O	3	1	0.3333333333333333	0.08200132905851265
N#CC1CNCC12CC(C(=O)O)C2	4	4	1.0	0.07596694170453544
Cc1nn(Cc2ccc(Cl)cc2)c(C)c1N	1	0	0.0	-0.018891597648005742
O=C(O)C1CCCNC1=O	3	0	0.0	-0.001975821586732096
O=C(O)Cn1nc2ccccn2c1=O	3	2	0.6666666666666666	0.10393351862722067
COc1cc(NC(=O)OC(C)(C)C)c(Cl)cc1C(=O)O	1	0	0.0	-0.007602874655384229
C[C@@H](O)c1cnccc1Cl	2	0	0.0	-0.011910796872715346
CC(C)(C)OC(=O)N1CCC(N)C(CO)CC1	3	2	0.6666666666666666	0.03677100222905616
COc1ccc([N+](=O)[O-])cc1O	2	1	0.5	0.045778737533674896
NC[C@@H]1CCC[C@H](CO)C1	3	2	0.6666666666666666	0.08928616306815884
CC(CO)CNN	3	3	1.0	0.04548922479122447
N[C@H]1c2ccccc2CC[C@H]1O	2	2	1.0	0.07623652189617802
OC1(C(F)(F)F)CCC(F)(F)CC1	2	0	0.0	-0.13974683606950689
CC(C)(C)OC(=O)N1CCC(CN)C12CC2	1	0	0.0	-0.10898498027547265
NS(=O)(=O)c1ccc(Br)cc1Cl	1	0	0.0	-0.028100130217225794
CN(C)CC1(C(=O)O)CCCC1	1	0	0.0	-0.06084017245803919
NC(Cc1cccnc1)c1ccc(Cl)c(Cl)c1	1	0	0.0	-0.0020726503081609504
O=C(O)CC1CCCC(=O)C1	3	2	0.6666666666666666	0.08562536858607384
O=C(O)COC1CCCC1	3	2	0.6666666666666666	0.09798353400449167
NCCc1ccnc(N)c1	1	1	1.0	0.003709357542038605
CC(C)C[C@H](CNC(=O)C1CCNCC1)CC(=O)O	3	1	0.3333333333333333	0.05370625745932067
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1I	3	2	0.6666666666666666	0.072035008778574
NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1	1	0	0.0	-0.03469917816275925
N#CCC(=O)c1ccccn1	1	1	1.0	0.09939649169703058
N#CC12COC(CS(=O)(=O)Cl)(C1)C2	1	1	1.0	0.10235150968774909
CCOc1cc(C=O)cc(Br)c1OCC(N)=O	1	0	0.0	-0.06447055966961057
O=C(O)C1(c2ccncc2)CCC1	1	0	0.0	-0.06772124997038298
NCCCc1nc2cc(N)ccc2[nH]1	1	1	1.0	0.06665290554538927
CNC(CO)c1ccccc1	3	3	1.0	0.08772079950859712
CC(C)(C)OC(=O)N[C@@H]1CC[C@@H]1O	2	2	1.0	0.0813004298835861
COC1(CC(=O)O)CC1	3	2	0.6666666666666666	0.09590594161238963
